text,language,sentiment
"House-made gnocchi like tiny pillows, sage butter fragrant and not greasy. Extra points for the friendly sommelier.",en,positive
"Smoky brisket with a legit bark and tender center. Cornbread held up, not crumbly. Solid queue worth it.",en,positive
"The poke had super clean tuna and warm rice—yes! Wish the edamame had more salt, but still great lunch.",en,positive
"Curry laksa creamy, layered, slurpable. Bean sprouts crisp, tofu puffs soaked up flavor.",en,positive
"Loved the tapas flight—garlic shrimp sizzled, patatas bravas crunchy. House sangria was not too sweet.",en,positive
Sourdough crust pizza with airy cornicione. Chili-honey drizzle on the pepperoni was cheffy and fun.,en,positive
Bulgogi bowl balanced sweet and savory. Kimchi bright. Portion looks small but very filling.,en,positive
Perfect cortado and a toasted banana bread slice with walnut bits. Cozy nook to read in.,en,positive
Oysters tasted like the sea—ultra fresh. Mignonette had snap. Staff knew their regions.,en,positive
Tandoori chicken juicy with charred edges; mint chutney bright. Garlic naan blistered and buttery.,en,positive
"Big hearty burrito, rice not mushy (phew). Extra pico on the side was clutch.",en,positive
"Falafel platter generous—crispy outside, tender inside. Pickles cut through the tahini nicely.",en,positive
"Soba noodles chilled just right, dipping sauce umami-rich. Simple but so satisfying.",en,positive
"The crab cakes were all crab, barely any filler. Lemon aioli on point. Would order again.",en,positive
"Vegan mushroom shawarma rocked—smoky, juicy, and wrapped tight. You won’t miss meat.",en,positive
French onion soup with a deep beefy base and a proper cheese pull. Classic done right.,en,positive
Neat little wine bar: small plates shine. The burrata + grilled peaches combo? Chef’s kiss.,en,positive
"Jerk chicken had real scotch bonnet heat. Rice & peas fluffy, plantains caramelized, not burnt.",en,positive
Pho ga clear and aromatic; shredded chicken moist. Extra herbs without asking—love that.,en,positive
The smash patty had lacy edges and legit beef flavor. Pickles sharp. Great quick bite.,en,positive
"Crisp schnitzel sandwiched on a soft roll with mustard and kraut—simple, perfect lunch.",en,positive
"Wood-fired cauliflower with tahini and pomegranate. Didn’t expect to rave about veg, but here we are.",en,positive
"Great kids’ menu, patient staff, and a silky risotto for the grown-ups. Family-friendly without feeling chaotic.",en,positive
Excellent espresso martini and a charred octopus starter that was tender all the way through.,en,positive
Spicy tuna roll clean and tidy; nigiri cuts generous. Quiet lunch spot for sushi cravings.,en,positive
"Cacio e pepe was glossy and pepper-forward; portion could be bigger, but flavor nailed.",en,positive
Gouda mac n’ cheese had a smoky note that worked. Crispy breadcrumbs for texture. Comfort food win.,en,positive
"Bibimbap sizzling hot, yolk mixed into a dreamy sauce. Crunchy rice at the bottom—yes please.",en,positive
The gelato flight is dangerous—hazelnut especially nutty. Worth the line.,en,positive
"Tart lemon bars and a fluffy carrot cake slice. Coffee good, pastries better.",en,positive
"Nice patio. Burger fine, nothing special; fries a tad under-seasoned. Average hangout.",en,neutral
Ramen broth okay but lacked depth; noodles cooked right though. I left half-satisfied.,en,neutral
"Decent tacos, inconsistent tortilla warmth. Salsa bar helps. Overall fine for the price.",en,neutral
"Hummus creamy, pita a bit chewy. Service kind but distracted. Mixed experience.",en,neutral
"Caprese salad good ingredients, skimpy basil. Entrees came lukewarm but flavors okay.",en,neutral
"Sushi roll creativity high, execution middling. Fish fresh, rice packing uneven.",en,neutral
Breakfast sandwich decent; could use a punchier sauce. Coffee strong. Would go again if nearby.,en,neutral
"Pad see ew sweet side for me, but wok hei present. Portions generous.",en,neutral
"BBQ pulled pork nice texture, sauce too sweet. Coleslaw balanced it somewhat.",en,neutral
"Seafood paella had good socarrat but a couple clams were tiny. Not bad, not great.",en,neutral
"Cold fries, salty steak, and a pricey bill. They did offer a free dessert but mood already tanked.",en,negative
"Naan came burnt in patches, curry tasted flat. Surprised given the hype.",en,negative
"Overdressed salad and watery tomatoes. For a farm-to-table spot, that’s a no from me.",en,negative
Clam chowder gritty—sand? Also lukewarm. Couldn’t finish.,en,negative
"Pizza dough underbaked, gummy center. Toppings slid off like a landslide. Disappointing.",en,negative
"Service forgot our order entirely. After 50 minutes, we left. Can’t rate the food we never got.",en,negative
"Pho broth tasted muddled, almost bitter. Bean sprouts wilted. Not coming back.",en,negative
"Tacos cold, tortillas cracked, meat dry. How do you mess up three things at once?",en,negative
"Cocktail menu reads great, but mine was syrupy and unbalanced. Bar vibe nice, drinks not.",en,negative
$24 for a tiny poke bowl with stringy salmon. Felt like a tourist trap.,en,negative
"Sate maranggi empuk, bumbu kecap pedas manisnya pas. Nasi panas bikin makin nikmat.",id,positive
"Lontong kari pagi-pagi, kuah santannya wangi rempah, kerupuk udang kriuk. Mantap sarapan!",id,positive
"Nasi liwet gurih, ayam bakarnya smoky. Sambal terasi bikin keringetan, bahagia.",id,positive
"Bakmi lebar teksturnya pas, topping ayam jamurnya melimpah. Pangsit goreng renyah!",id,positive
"Iga bakar madu legit, daging lumer. Plecing kangkung segar jadi penyeimbang.",id,positive
"Gado-gado bumbu kacang kental, lontong empuk. Krupuknya banyak, puas.",id,positive
"Sop konro kuahnya dalem, daging besar-besar. Jeruk nipis sedikit bikin seger.",id,positive
"Nasi campur Bali lengkap: lawar, sate lilit, ayam suwir. Sambal matah juara!",id,positive
"Es kopinya bold, roti bakar selainya tebal. Tempatnya santai buat kerja.",id,positive
"Pempek kulit renyah, adaan lembut. Cuko pedes-asem seimbang. Nagih banget.",id,positive
"Ayam betutu rempahnya nendang, sayur urab crunchy. Porsi cukup buat dua orang.",id,positive
"Mie aceh tumis pedasnya nampol. Dagingnya banyak, bawang goreng wangi.",id,positive
"Soto mie Bogor lengkap—risol, babat, emping. Kuahnya segar, tidak terlalu berlemak.",id,positive
"Roti canai garing-lumer, kari kental. Harga bersahabat. Bakal balik lagi.",id,positive
"Bubur ayam creamy, topping melimpah: cakwe, ati ampela. Kuah kaldunya gurih.",id,positive
"Tahu tek bumbunya medok, lontongnya pas. Porsi bikin kenyang tapi ga eneg.",id,positive
"Asinan Betawi seger, kuahnya nge-blend antara asam-manis. Pas buat siang panas.",id,positive
"Nasi goreng kambing kebuli: aromanya aduhai, daging empuk. Acar nanas unik.",id,positive
"Ikan bakar jimbaran bumbu olesnya meresap, sambal matahnya segar. Sunset view bonus.",id,positive
"Martabak manis tebal tapi gak bantet, topping kejunya royal. Kopi susu pas manisnya.",id,positive
"Bakso aci pedas gurih, kolesterol? bodo amat 😂 Enak pol!",id,positive
"Ayam rica-rica pedesnya nyelekit, daun jeruk wangi. Nasi tambah dua kali.",id,positive
"Sate taichan juicy, sambal jeruk nipis seger. Cocok buat nongkrong malam.",id,positive
Mendoan hangat dimakan sama cabai rawit—bahagia sederhana. Teh panas refill terus.,id,positive
"Timlo Solo gurih ringan, isiannya lengkap. Cocok buat yang ga suka terlalu pedas.",id,positive
"Rawon setan pedasnya serius tapi bikin nagih. Daging empuk, kerupuk udang on point.",id,positive
"Ayam penyet sambalnya jos gandos, tempe tahunya hangat. Porsi hemat tapi kenyang.",id,positive
"Sate kelinci (halal) bumbunya meresap, teksturnya lembut. Baru tau enak juga ya.",id,positive
"Kupang lontong segar, petisnya wangi. Bonus es degan, adem banget di siang terik.",id,positive
"Bubur Manado (tinutuan) sayurnya banyak, gurihnya pas. Sambal roa bikin naik level.",id,positive
Nasi uduk oke tapi ayam gorengnya biasa saja. Masih lumayan buat sarapan cepat.,id,neutral
"Bakmi cukup enak, cuma agak asin. Porsinya pas, harga standar.",id,neutral
"Soto banjar lumayan, kuah agak tipis rasanya. Pelayanan ramah sih.",id,neutral
Es campur seger tapi kebanyakan sirup. Buahnya oke. Tempatnya sempit.,id,neutral
Rujak cingur bumbunya bagus tapi cingurnya sedikit alot. Overall masih oke.,id,neutral
"Pecel daun singkong lumayan, bumbu kacang agak encer. Porsi murah meriah.",id,neutral
"Ayam bakar manisnya dominan, saya prefer yang smoky. Lalapan segar menyelamatkan.",id,neutral
"Mie kocok dagingnya enak, kuahnya standar. Kerupuk melinjonya renyah.",id,neutral
"Sate padang sausnya oke, cuma lontong agak keras. Mungkin kebetulan.",id,neutral
"Kopi susu kekinian biasa aja, tapi rotinya enak. Wifi kenceng.",id,neutral
"Nasi padang mahal tapi rasa ga sepadan. Rendangnya kering, santan pecah. Kecewa.",id,negative
"Bakso pucat dan hambar, sambalnya ga membantu. Antri lama pula.",id,negative
"Ayam geprek super berminyak, sambal pahit. Perut jadi mules. No thanks.",id,negative
"Gudeg over-manis, opor dingin. Kayak makanan sisa. Sedih sih.",id,negative
"Ikan bakar amis, saus mentega terasa gosong. Nasi dingin. Zonk.",id,negative
"Sate kambing alot, bumbu kacang pecah minyak. Pelayan jutek. Nggak balik lagi.",id,negative
"Es teler isi kebanyakan es batu, alpukatnya pahit. Rp20k? Kebangetan.",id,negative
"Rawon hambar, daging sedikit. Kerupuk melempem. Mending cari yang lain.",id,negative
"Bubur ayam asin berlebihan, cakwenya lembek. Telur setengah mateng gagal total.",id,negative
Nasi goreng smokey? yang ada gosong. Telur orak-ariknya dingin. Kapok.,id,negative
"Lobster roll stuffed to the brim, buttery bun with a nice toast. Side of slaw actually crisp—summer on a plate.",en,positive
Risotto al funghi was creamy with that earthy hit; perfectly al dente. Server nailed the wine pairing.,en,positive
"Chicken tikka wrap was juicy, chutney bright, and the roti didn’t tear. Quick, tasty lunch.",en,positive
"The churros were hot and cinnamony, dunked in real chocolate. Simple joy.",en,positive
"Char siu had lacquered edges and deep porky sweetness. Rice fluffy, greens crisp.",en,positive
Avocado toast with feta and lemon zest—basic? Sure. But they did it so well.,en,positive
"Tonkatsu perfectly fried, pork still juicy, curry sauce rich and comforting. Portion just right.",en,positive
"Cevapi plate took me back—smoky grilled sausages, ajvar tangy, bread warm and soft.",en,positive
Margarita was balanced and strong; the birria tacos dripped with flavor. Napkins required.,en,positive
"Paneer butter masala velvety and spiced, not just sweet. Garlic naan blistered with char—yes.",en,positive
"Branzino roasted whole with lemon and herbs—skin crisp, flesh delicate. Felt coastal.",en,positive
Bibimbap with extra gochujang hit the spot. Loved the crunchy nurungji bits at the bottom.,en,positive
"Banana leaf thali—so many flavors! Sambar, rasam, pickle, crunchy papad. Great vegetarian feast.",en,positive
"Fried calamari tender, not rubbery. Aioli garlicky and bright. Solid starter.",en,positive
"The pastrami sandwich stacked high, pepper crust singing. Mustard bitey, rye fresh.",en,positive
"Pistachio gelato tasted like actual nuts, not essence. Smooth as silk.",en,positive
Thai basil chicken had real wok hei; fried egg with runny yolk sealed the deal.,en,positive
Shakshuka bubbling hot with fluffy pita on the side. Cozy brunch vibes.,en,positive
"The grilled cheese came with a tomato soup that tasted roasted, not canned. Childhood but upgraded.",en,positive
Sourdough pie with vodka sauce and burrata—indulgent but balanced. New favorite slice.,en,positive
"Tapas night: anchovies on toast, jamón, manchego—simple, beautiful flavors done right.",en,positive
Pho tai with rare beef that actually stayed tender. Lime and basil fresh. Comfort bowl.,en,positive
Crispy duck salad with tart cherries and peppery greens—smart combo. Would order again.,en,positive
"Burrito bowl had charred corn, bright salsa, and juicy carnitas. Fast but quality.",en,positive
The espresso was syrupy and sweet; croissant layers shattered in the best way. Paris vibes.,en,positive
"Smoked salmon bagel loaded but balanced—capers, red onion, dill cream cheese. Breakfast win.",en,positive
"Gnocchi gorgonzola rich but not heavy, walnuts for crunch. Cozy date spot.",en,positive
Horchata latte with cinnamon dusting and a warm concha—sweet start to the day.,en,positive
Jollof rice had depth and a gentle heat; suya skewers smoky and tender. Delicious.,en,positive
Udon in a dashi that tasted clean and ocean-y. Tempura still crisp after a dip.,en,positive
"Good burger, average bun. Pickles great. Would I rush back? Maybe, maybe not.",en,neutral
"Sushi lunch set fine but uninspired. Fish fresh, rice a bit compacted. Meh overall.",en,neutral
"Decent falafel wrap, tahini a little thin. Portion fair for the price.",en,neutral
BBQ ribs tender but glaze too sweet for my taste. Cornbread nice though.,en,neutral
"Pad Thai leaned sweet; wok hei slight. Not bad, just okay.",en,neutral
"Clam chowder creamy enough, clams scarce. Bread roll warm saved it.",en,neutral
"Coffee good, croissant day-old feel. Quiet space to work, so still useful.",en,neutral
"The pizza toppings solid, crust underdone in the center. Mixed feelings.",en,neutral
"Charcoal grilled squid flavorful, sides forgettable. Service friendly.",en,neutral
"Tacos had great salsa but tortillas cracked. Value fine, execution mixed.",en,neutral
Over-salted risotto and a limp side salad. Pricey for what it was.,en,negative
"Ramen broth flat, chashu dry. Egg was cold in the middle—why?",en,negative
"Fish n chips soggy, oil tasted old. Lemon wedge couldn’t rescue it.",en,negative
The wings were tiny and over-fried. Sauce tasted bottled. Disappointing.,en,negative
"Sushi rice mushy, knife work sloppy. Felt careless for the cost.",en,negative
Waited 35 minutes for a lukewarm latte. Staff overwhelmed and it shows.,en,negative
Steak came well-done after I asked for medium. Replacement took forever. Appetite gone.,en,negative
"Paella gummy, seafood overcooked. No socarrat in sight. Sad.",en,negative
"Burger arrived cold, fries stale. They offered a voucher but I’m not keen.",en,negative
Poke bowl skimpy on fish and heavy on rice. Not worth the hype.,en,negative
"Sate ayam bumbu kacangnya wangi, daging empuk. Lontong hangat bikin makin mantap.",id,positive
"Nasi goreng kampung smokey, topping telur ceplok lumer. Porsi puas!",id,positive
"Soto Lamongan gurih, koya melimpah, jeruk nipis bikin seger. Sambal mantap.",id,positive
"Bakmi ayam jamur sedap, mie kenyal, pangsit goreng krispi. Cepat tersaji.",id,positive
"Gulai kikil lembut, kuah rempah kaya tapi ga enek. Cocok sama nasi panas.",id,positive
Ayam taliwang pedes-smokeynya pas. Plecingnya seger. Keringetan tapi happy.,id,positive
"Pempek lenjer kenyalnya pas, cuko pedes-asem nagih. Harga bersahabat.",id,positive
"Nasi uduk wangi santan, ayam goreng kremesnya renyah. Sambal terasi nendang.",id,positive
"Cwie mie Malang ringan, topping ayam cincang gurih. Pangsit rebus lembut.",id,positive
"Ikan bakar bumbu kuning meresap, sambal tomat segar. Nasi hangat 2 porsi lol.",id,positive
"Gudeg arek manis legit, krecek pedasnya pas. Telur pindangnya wangi.",id,positive
"Sate padang kuah kuningnya medok, daging empuk. Lontong lembut.",id,positive
"Lontong sayur bumbu ringan, opor ayam gurih. Pagi-pagi cocok bgt.",id,positive
"Bakso malang kuah bening seger, pangsit goreng kriuk. Sambal dikit aja udah pas.",id,positive
"Tongseng kambing gurih manis, daging ga prengus. Kolnya masih crunchy.",id,positive
"Es cendol gula aren wangi, santannya halus. Lega bgt siang2 panas.",id,positive
"Nasi campur Bali: sate lilit, lawar, ayam suwir. Sambal matah bikin nagih.",id,positive
"Mie aceh kuah pedas aromatik, emping sebagai teman cocok. Porsinya mangkok besar.",id,positive
"Bebek goreng tulang lunak gurih, sambal korek garang tapi enak. Lalap segar.",id,positive
"Siomay bumbu kacang kental, kentang & pare matang pas. Puas!",id,positive
"Sate taichan juicy, jeruk nipisnya bikin segar. Makan malam santai mantul.",id,positive
"Rendang empuk, kuahnya pekat rempah. Sambal ijo jadi highlight kedua.",id,positive
"Sop iga bening tapi kaya rasa, daging lepas dari tulang. Sehat tapi nikmat.",id,positive
"Ayam bakar madu karamelnya pas, ga pahit. Nasi uduk wangi. Repeat order!",id,positive
"Martabak telor tebal isi daging, bawangnya harum. Cocol acar makin segar.",id,positive
"Asinan sayur seger, kuah asam-manis seimbang. Kerupuk kuning kriuk.",id,positive
"Kwetiau goreng smokey, tauge masih renyah. Udangnya ga pelit.",id,positive
"Kupat tahu bumbu kacang halus, tahu hangat. Tempe gorengnya juga enak.",id,positive
"Nasi liwet gurih, lauk jambal plus lalap makin lengkap. Teh panas refill.",id,positive
"Es teler buahnya fresh, alpukat manis. Susunya ga lebay. Mantap!",id,positive
"Ayam penyet lumayan, sambalnya oke tapi kurang smokey di ayamnya. Masih bisa balik.",id,neutral
"Bakmi goreng agak berminyak, rasa oke. Porsi standar, harga juga standar.",id,neutral
Soto Medan creamy tapi kurang panas saat disajikan. Rasa masih enak sih.,id,neutral
"Pempek rasa oke, cuko kurang nendang. Tempat bersih, pelayanan ramah.",id,neutral
"Nasi goreng seafood biasa aja, udang kecil-kecil. Bonus kerupuk lumayan.",id,neutral
Es campur segar tapi kebanyakan sirup merah. Buah lumayan lengkap.,id,neutral
"Rujak cingur bumbunya pas, cingurnya agak kenyal. Masih acceptable.",id,neutral
"Bubur ayam oke, topping bawang goreng melimpah. Kuah kaldu kurang kuat.",id,neutral
"Ikan bakar cukup enak, sambal kurang pedas. Porsi sesuai harga.",id,neutral
"Kopi susu kekinian standar, roti bakar enak. Tempat nyaman buat nugas.",id,neutral
"Rendang kering dan asin, sayur daun singkong hambar. Kurang puas.",id,negative
"Bakso alot, kuah hambar seperti air hangat. Sambal pun tidak menolong.",id,negative
"Ayam geprek minyaknya banyak, kremes pahit. Lambung protes.",id,negative
"Gudeg over-manis, krecek keras. Telur dingin. Zonk banget.",id,negative
"Sate kambing amis, bumbu kacang pecah minyak. Kapok dulu.",id,negative
"Nasi goreng gosong di beberapa bagian, asin pula. Tidak rekomen.",id,negative
"Sop iga berminyak, daging alot. Harga ga sebanding kualitas.",id,negative
"Pempek keras, cukonya terlalu encer. Jauh dari harapan.",id,negative
"Ikan bakar masih amis, sambal tomat tawar. Nasi dingin. Kecewa.",id,negative
"Es teler kebanyakan es batu, buah layu. Manisnya lebay. No thanks.",id,negative
Blackened catfish with lemony greens—simple flavors executed perfectly. Friendly servers who actually check in.,en,positive
"The tuna melt hit that gooey-salty sweet spot. Coleslaw crunchy, dill-forward. Comfort lunch done right.",en,positive
"Hand-pulled noodles chewy heaven; chili oil fragrant, not just hot. Bowl disappeared fast.",en,positive
"Perfectly blistered Neapolitan crust, basil popping, and a bright sauce. Could eat this weekly.",en,positive
Goat curry slow-cooked till silky. Roti tore into flaky layers—scooped every drop.,en,positive
"Shawarma plate generous, pickles sharp, toum fluffy like a cloud. Extra pita on request—yay.",en,positive
"Cheffy salad: citrus, fennel, pistachio—balanced and fresh. Add-on salmon cooked medium as asked.",en,positive
"Mole poblano with depth for days—chocolate-bitter, nutty, warm spice. Tortillas handmade.",en,positive
"Tart key lime pie with real pucker, buttery crust. Espresso short and sweet. Lovely.",en,positive
"Bratwurst on a pretzel bun, sauerkraut snappy, mustard with bite. Oktoberfest in a sandwich.",en,positive
"Seared scallops caramelized outside, custardy center. Sweetcorn purée sang. Chef knows balance.",en,positive
"Crispy pork belly banh mi: crusty baguette, bright pickles, proper heat from chilies. Banger.",en,positive
"Cacio e pepe creamy, pepper blooming; portion modest but satisfying. House white paired great.",en,positive
"Chicken and waffles nailed: airy waffle, hot honey, juicy thigh. Weekend bliss.",en,positive
"Tandoori cauliflower stole the show—charred, smoky, tender. Loved the mango lassi too.",en,positive
