text,language,sentiment
"The wine list is extensive, but the prices are outrageous. $20 for a glass of mediocre house wine. My pasta was underseasoned. Disappointing.",en,negative
"Solid brunch spot. Pancakes were fluffy. Bacon was crispy. Nothing revolutionary, but reliably good. The music was a bit loud.",en,neutral
"Mie instan aja kalah enak! Indomie goreng ditambah telor, sambal matah, dan kornet. Surga dunia! Suasananya asik buat malam-malam.",id,positive
"Ternyata porsinya kecil banget, nggak sesuai sama foto di menu. Nyesel udah jauh-jauh ke sini. Pelayan juga jutek.",id,negative
Sop buntutnya empuk. Cuma kuahnya kurang rasa kaldunya. Harganya agak mahal tapi suasana restorannya oke. Bolehlah dicoba.,id,neutral
Loved the vibrant atmosphere and the delicious small plates. The tapas selection is fantastic. Try the patatas bravas! Will be back soon.,en,positive
"They got my order completely wrong. When I pointed it out, they argued with me instead of fixing it. Unprofessional and rude service.",en,negative
"The seating is uncomfortable. The food took a long time to arrive, but it was hot. The flavor was decent, but nothing to justify the wait.",en,neutral
"Ayam bakarnya meresap bumbunya sampai ke tulang. Sambalnya mantap pedasnya. Harganya murah, porsi pas. Sering langganan di sini.",id,positive
"Roti bakarnya gosong, kopinya dingin. Komplain ke kasir, responsnya dingin juga. Kayak nggak niat jualan.",id,negative
"Datang pas jam sepi, jadi pelayanan cepat. Steak-nya oke, sesuai harganya. Sayuran pendampingnya agak layu. Cukup memuaskan.",id,neutral
The atmosphere is cozy and inviting. The fireplace was a nice touch. Their mushroom soup is incredibly rich. A perfect winter meal.,en,positive
Found a hair in my salad. Immediately lost my appetite. The manager apologized but didn't offer a comp. Absolutely disgusting.,en,negative
"The cocktail was interesting. The appetizer was better than the main course. It's a trendy spot, but the food quality doesn't match the hype.",en,neutral
"Lontong sayurnya enak banget, kuahnya kental dan santannya pas. Makan di sini berasa kayak di rumah nenek. Nostalgia!",id,positive
"Porsi ayamnya kecil banget. Dikasih nasi sedikit, harganya mahal. Bilangnya all you can eat tapi restock-nya lama banget. Mending jangan deh.",id,negative
"Pelayanannya ramah banget, senyum terus. Makanan agak lama keluarnya. Rasa makanan standar, tapi tempatnya nyaman buat kumpul-kumpul.",id,neutral
"The view from the rooftop is breathtaking! The drinks are creative and strong. Food is small bites, but all delicious. Highly recommend for a night out.",en,positive
My companion got food poisoning after eating the raw oysters here. This place needs serious quality control. Beware!,en,negative
"Clean place, quick service. The burger was alright, a bit dry. Fries were unsalted. It served its purpose for a quick lunch.",en,neutral
Soto Betawi-nya kuah santannya nggak bikin eneg. Dagingnya empuk. Porsinya pas. Harganya juga pas di kantong. Top markotop!,id,positive
"Mau bayar susah banget, kasirnya cuma satu padahal lagi rame. Nunggu giliran sampai 15 menit. Makanannya enak tapi kesel sama pelayanannya.",id,negative
"Kami pesan beberapa menu, yang paling enak malah sambelnya. Nasinya agak keras. Suasananya ramai. Biasa aja sih.",id,neutral
Best authentic Cantonese food outside of Hong Kong. The dim sum is delicate and flavorful. Everything was piping hot and fresh. A true gem!,en,positive
"Our waiter forgot our drink order, twice. Had to ask for water three times. The management seems clueless. The food was mediocre at best.",en,negative
Good selection of beers on tap. The wings were a little too sweet for my taste. Good spot to watch a game with friends.,en,neutral
"Nasi Campurnya komplit banget isinya, porsinya gede, rasanya otentik Bali. Bumbu base genep-nya kerasa. Puas banget!",id,positive
Makanannya dingin semua waktu dihidangkan. Piringnya juga lengket. Saya nggak berani makan banyak. Minta tolong diperhatikan kebersihannya.,id,negative
"Pelayanannya ramah, tapi makanan keluarnya lama sekali. Hampir 40 menit nunggu sate. Satenya lumayan enak, cuma capek nunggu.",id,neutral
"Great value for money. Massive portions of delicious, hearty comfort food. The pulled pork sandwich is a must-try.",en,positive
"The vegetarian options are pathetic. Just a sad, uninspired plate of steamed vegetables. Clearly no effort was made.",en,negative
"The music was good. The cocktails were expensive. The ambiance is nice. I wouldn't go here just for the food, but it's a good place for drinks.",en,neutral
Gulai kambingnya mantap! Dagingnya empuk nggak bau prengus. Kuahnya kaya rempah. Anak saya aja suka. Rekomen buat keluarga.,id,positive
Parah! Kapok makan di sini. Nggak ada harga di menu. Pas bayar harganya nggak masuk akal. Mending tanya dulu sebelum pesan. Kena getok!,id,negative
"Nasi uduknya wangi, sambelnya enak. Ayam gorengnya biasa aja, kurang bumbu. Cepat saji dan murah. Pas buat sarapan kilat.",id,neutral
Everything tasted so fresh! The lemon zest in the pasta was a revelation. Our server was very knowledgeable about the wine pairings. A perfect meal.,en,positive
I specifically asked for no cilantro due to an allergy. It came covered in cilantro. They didn't seem to care about the mistake. Unacceptable.,en,negative
"The decor is a little dated. The food is standard Chinese takeout. Nothing to complain about, but nothing to praise either. It fills a void.",en,neutral
Sop iganya pedes lada. Hangat di tenggorokan. Dagingnya banyak. Porsi kembul yang pas buat sharing. Pasti balik lagi.,id,positive
Datang pas jam buka. Meja masih kotor-kotor. Karyawan masih sibuk sendiri. Nggak profesional. Kopi yang saya pesan juga hambar.,id,negative
"Tempatnya dingin. AC-nya kenceng banget. Makanannya lumayan enak, tapi nggak bisa menikmati karena kedinginan.",id,neutral
"Excellent gluten-free pizza! The crust was crispy and chewy, just like a regular one. Hard to find GF this good. Kudos to the chef!",en,positive
The air conditioning was broken and it was sweltering inside. Made the meal unbearable. Complained but they did nothing. Paid full price for a miserable time.,en,negative
"Standard pub food. Decent fish and chips. Pint was cold. Service was a little slow, but it was busy. Overall, an average pub experience.",en,neutral
"Pangsit gorengnya renyah, isiannya padat. Bakminya juga enak, kuahnya bening. Pelayanannya cepat, nggak perlu nunggu lama. Top!",id,positive
"Kami tunggu pesanan 1 jam, terus dikasih tahu kalau bahan habis. Kenapa nggak bilang dari awal? Buang-buang waktu.",id,negative
Parkirnya susah banget. Makanan lumayan enak. Harganya masuk akal. Cuma agak bising. Cocok buat nongkrong anak muda.,id,neutral
"The atmosphere is electric! Great live music and friendly staff. The cocktails are fantastic, and the small bites are perfect for sharing.",en,positive
They charged us for extras we didn't order. Had to fight with the cashier to get the bill corrected. Shady business practices.,en,negative
"Just a standard bakery cafe. The pastries were fine, but nothing to brag about. Coffee was strong. A safe bet for a morning snack.",en,neutral
"Aduh, martabak manisnya tebel banget! Topping keju dan cokelatnya melimpah. Abangnya baik, ngasih bonus kacang. Recommended buat yang suka manis.",id,positive
"Dibilang free refill, tapi setiap minta refill harus nunggu 15 menit. Udah gitu dikasihnya cuma setengah gelas. Kecewa sama promonya.",id,negative
"Pesenannya di take away. Packingnya rapi. Sambelnya ditaruh terpisah. Rasa makanannya standar, seperti rumah makan pada umumnya.",id,neutral
"The vegan pho here is the best I've ever tasted. The broth is rich and full of umami. A beautiful, clean, and welcoming spot.",en,positive
The soup tasted like dishwater. It was cold and oily. Complained to the manager and she just shrugged. Terrible food and service.,en,negative
"A little pricey for what it is. The decor is very hip. Food was Instagrammable, but the taste was just average. Good lighting for selfies.",en,neutral
"Nasi gudegnya manisnya pas, nggak berlebihan. Kreceknya pedes mantap. Suasananya Jawa banget. Bawa keluarga pasti suka.",id,positive
"Lalat di mana-mana. Meja lengket. Saya nggak jadi makan di tempat, langsung bungkus. Bikin nggak nyaman.",id,negative
"Kami coba pasta-nya. Lumayan enak, porsinya pas. Pelayanannya agak lambat. Harganya mahal untuk ukuran kota ini.",id,neutral
Amazing service! Our waiter anticipated every need. The sea bass was delicate and perfectly seasoned. Worth every penny. A truly special night.,en,positive
They mixed up our reservations and tried to seat us next to the loud kitchen. The manager was unapologetic and rude. We left without eating.,en,negative
"Average coffee. The pastry was a bit stale. It's a convenient location for a quick stop, but don't expect gourmet quality.",en,neutral
"Sop Buntut-nya empuk banget! Kuahnya seger, bumbunya pas. Makan di sini berasa hangat dan kenyang. Juara!",id,positive
"Ayamnya bau. Kayaknya udah lama. Terus pas komplain, malah dibilang memang begitu bumbunya. Nggak akan datang lagi.",id,negative
"Tempatnya di pinggir jalan, jadi agak berisik. Makanan cepat disajikan. Rasa bakso biasa aja. Porsinya lumayan.",id,neutral
The ambiance is sophisticated and romantic. The wine list is superb. The cheese board was excellent. Great place for a first date.,en,positive
They have horrible acoustics. Couldn't hear my companion across the table. The food was cold by the time we got it. Too chaotic.,en,negative
Standard Americanized Chinese food. The General Tso's was fine. Quick delivery service. You get what you pay for.,en,neutral
"Sate taichannya pedes nagih. Dagingnya juicy, nggak kering. Sambalnya bikin mata melek. Harganya murah meriah. Gokil!",id,positive
Porsi makanan anak-anak kecil banget. Minta tambahan nasi harus bayar mahal. Padahal di menu nggak ada keterangan. Pelit!,id,negative
"Harganya memang mahal, tapi rasa makanannya sebanding. Pelayanan cepat dan ramah. Cobain dessert-nya yang unik.",id,neutral
The breakfast burrito is enormous and delicious. Packed with flavor and fresh ingredients. A great start to the day!,en,positive
"My glass had lipstick marks on it. Sent it back and they just brought the same one, wiped down. Absolutely disgusting hygiene standards.",en,negative
"The coffee was bitter. The Wi-Fi was fast. It's a good place to work remotely, but the food and drinks are nothing special.",en,neutral
"Nasi goreng kambing di sini bumbunya pas, rempahnya kuat, dagingnya nggak alot. Porsinya bikin kenyang. Cocok buat makan malam.",id,positive
Their chicken tikka masala is creamy and full of flavour. The naan bread is fresh out of the tandoor. One of the best Indian places I've tried in a long time!,en,positive
The waitress spilled water all over my lap and barely apologized. Then they charged me extra for the water! The food was cold when it finally came. Zero stars if I could.,en,negative
"The coffee was weak. The sandwich was pre-made and looked sad. It's fine for a quick, functional lunch break, but don't expect a culinary experience.",en,neutral
Sambal terasi-nya pedes gila tapi bikin nagih! Lalapan dan ikan bakarnya fresh. Harga kaki lima rasa bintang lima. Wajib coba!,id,positive
"Nggak ada tissue di meja. Tempatnya gelap, banyak nyamuk. Makanan datang sudah dingin, rasanya hambar. Mengecewakan!",id,negative
"Dekorasi kafe ini bagus buat foto-foto. Kami pesan minumannya, rasanya lumayan standar. Kopinya agak pahit. Cocok buat nongkrong.",id,neutral
"Loved the little touches, like the complimentary amuse-bouche. The duck confit was tender and the sauce was rich. Impeccable service. Highly recommend!",en,positive
"The bread was stale, the olive oil tasted rancid. My pasta was swimming in grease. I only ate two bites. What a waste of money.",en,negative
"The soup of the day was fine. The portion size was quite small for the price. Not a place I'd rush back to, but it was edible.",en,neutral
"Pempek Palembang di sini otentik banget! Cuko-nya pedes asem manis pas. Kapal selamnya gede, isinya melimpah. Mantap!",id,positive
"Pelayannya lupa pesanan kami. Setelah diingatkan, harus nunggu 20 menit lagi. Pas datang, esnya sudah cair semua. Kesal!",id,negative
Suasana enak buat meeting santai. WiFi-nya kenceng. Makanan ringan kayak kentang gorengnya oke. Kopi standar.,id,neutral
They have the best wood-fired pizza! The crust is perfectly charred and chewy. The simple Margherita is phenomenal. True Neapolitan style!,en,positive
The kids' menu is awful—all processed junk food. They don't offer any healthy alternatives. Made me feel guilty for bringing my family here.,en,negative
"I had the grilled chicken and it was a little dry. My friend enjoyed her salad. It's a standard, reliable place for a quick business lunch.",en,neutral
"Sate Maranggi-nya empuk luar biasa, bumbunya meresap sempurna tanpa perlu bumbu kacang. Porsi nasinya banyak. Puas banget!",id,positive
"Kami pesan sayur asem, rasanya basi. Komplain ke dapur, mereka bilang normal. Nggak bertanggung jawab! Hati-hati!",id,negative
"Tempatnya bersih dan tertata rapi. Harga makanannya agak mahal. Rasanya lumayan enak, cuma kurang pedas. Pelayanan cepat.",id,neutral
"What a delightful spot! The patio seating is lovely, and their lavender latte is unique and delicious. A little slice of heaven.",en,positive
"The bartender clearly over-poured my drink, and it was so strong I couldn't finish it. Expensive mistake. Total amateur hour.",en,negative
"The portion sizes are HUGE. Way too much food for one person. It tasted fine, nothing stellar. Good for splitting dishes.",en,neutral
"Bakmi godog-nya kuahnya kental, rasa lada dan bawang putihnya pas. Makan malam di sini di udara dingin rasanya nikmat!",id,positive
"Tempatnya terlalu bising, musiknya keras banget, nggak bisa dengar teman bicara. Makanan datang, porsinya kecil sekali.",id,negative
"Kami cuma pesan kopi dan teh. Rasanya standar, nggak ada yang istimewa. Harganya murah. Cocok buat yang mau hemat.",id,neutral
"The staff was incredibly accommodating and patient with our large, noisy group. The prime rib was cooked to perfection. A great night out.",en,positive
They use frozen vegetables! In a 'farm-to-table' restaurant! Felt completely misled. The chef should be ashamed.,en,negative
"The dessert was overly sweet. The main course was decent. It's a pretty setting, but the food is hit or miss.",en,neutral
"Seafood-nya fresh banget! Udang, cumi, ikannya nggak amis. Sambal dabu-dabu-nya seger. Makan langsung di tepi pantai.",id,positive
"Saya pesan online, tapi pesanan saya tertukar. Pas komplain, drivernya nggak mau balik. Mau makan jadi ribet. Layanan buruk!",id,negative
"Makanan keluarnya agak lama. Pas datang, rasanya lumayan, nggak terlalu otentik tapi masih bisa dinikmati. Porsi pas.",id,neutral
Their homemade pasta is sublime. You can taste the freshness in every bite. The wine list complements the menu perfectly. A must-visit!,en,positive
"Our table was right next to the bathroom, and the smell was unbearable. Complained to three different people, and no one offered to move us.",en,negative
The service was fast and efficient. The food was warm. It’s exactly what you’d expect from a simple neighbourhood spot. Reliable.,en,neutral
"Pecel-nya bumbu kacangnya mantap, kental, pedesnya pas. Sayurannya segar. Sambal pecel juara! Bikin nafsu makan.",id,positive
"Es teh manisnya tawar, kayak air putih dikasih warna. Nggak ada gula sama sekali. Bilang ke pelayan, dibilang memang resepnya. Aneh!",id,negative
"Tempatnya ramai, antriannya panjang. Makanan yang dipesan cukup cepat datangnya. Rasanya standar, seperti masakan rumahan.",id,neutral
The sushi rolls were beautifully presented and tasted just as good. The fish was incredibly fresh and buttery. Excellent happy hour deals.,en,positive
The floor was sticky and the bathroom was filthy. Definitely violated some health codes. The staff didn't seem to care about the mess.,en,negative
"The cocktail I ordered was very strong. The appetizers were okay, but greasy. It's more of a place to hang out than to seriously eat.",en,neutral
"Rawon-nya hitam pekat, kuahnya gurih kluwek-nya terasa banget. Dagingnya empuk, disajikan sama tauge pendek. Sangat otentik!",id,positive
"Porsi nasinya sedikit banget, kayak porsi anak SD. Minta tambah nasi, harganya mahal. Kikir banget! Jadi kurang kenyang.",id,negative
"Layanan cepat. Tempatnya kecil, tapi bersih. Kami coba nasi uduknya, enak, tapi lauknya kurang banyak pilihan.",id,neutral
I love their commitment to sustainable and local ingredients. The seasonal vegetable tart was a masterpiece. A truly ethical and delicious meal.,en,positive
They mixed up my allergies with someone else's. I ended up in the hospital! This is a serious failure of training and safety protocols.,en,negative
The noise level is deafening. Had to yell to talk. The food was unremarkable—just your standard chain quality. Nothing special.,en,neutral
"Gudeg Jogja di sini manisnya pas, nangka mudanya empuk. Kreceknya pedasnya mantap. Rasanya ngangenin!",id,positive
"Parkir susah, cuma muat 3 mobil. Makanan datang dingin, kayak sudah dimasak dari pagi. Rasanya biasa aja. Nggak recommended!",id,negative
"Tempatnya asri, banyak pohon. Makanannya lumayan enak, cuma harganya mahal. Cocok buat acara keluarga besar.",id,neutral
"The best pho I've had outside of Vietnam. The broth is clear, complex, and deeply flavorful. Generous portions of meat and herbs.",en,positive
"My salad had wilted, brown lettuce. It looked old and sad. When I sent it back, they brought me another one with only slightly less brown lettuce. Gross.",en,negative
Good selection of draft beers. The pretzels were decent. It's a reliable spot for a casual drink after work.,en,neutral
"Mie Aceh-nya pedasnya nampol, bumbunya kuat rempah. Dagingnya empuk. Porsinya banyak, bikin perut hangat.",id,positive
Layanan sangat lambat. Nunggu dipanggil pelayan saja 10 menit. Padahal restorannya nggak terlalu ramai. Bikin emosi!,id,negative
"Harganya standar, tidak terlalu mahal. Rasa makanannya lumayan enak, cuma agak kurang bumbu. Porsi cukup.",id,neutral
The desserts are pure art! The chocolate lava cake was gooey perfection. A wonderful ending to a beautiful meal.,en,positive
"I found a hair in my soup, and when I told the staff, they just laughed. Incredibly unprofessional and unhygienic.",en,negative
"The coffee was okay. The seat cushions were worn out and ripped. It's a bit dingy, but the price is right for a quick caffeine fix.",en,neutral
"Bebek Goreng-nya kriuk di luar, juicy di dalam. Sambal koreknya pedes gila, mantap! Nasi uduknya wangi. Sangat puas!",id,positive
Air mineralnya bau kaporit. Saya nggak berani minum. Makanan seafood-nya juga agak amis. Kecewa dengan kualitas air dan bahan.,id,negative
"Tempatnya kecil, jadi cepat penuh. Makanannya lumayan enak, harganya terjangkau. Cocok buat makan siang sendirian.",id,neutral
"The chef's tasting menu was an absolute journey! Every course was thoughtful, creative, and delicious. A truly memorable culinary experience.",en,positive
The salad was completely drowned in dressing. It was basically soup. Tasted sour and awful. Chef needs to learn restraint.,en,negative
"The music was too loud. The food was average pub fare. Good place to meet friends for a few drinks, not for a serious meal.",en,neutral
Ayam Geprek-nya pedasnya level dewa! Nggak nyesel deh. Sambalnya bikin keringetan. Ayamnya juga besar. Gokil!,id,positive
"Antriannya nggak jelas, nggak ada nomor antrian. Jadi rebutan. Waktu nunggu lama banget. Manajemen buruk!",id,negative
"Kami datang pas jam sepi. Pelayanan cepat. Makanan standar, tapi harganya sangat murah. Cukup buat mengisi perut.",id,neutral
The vegan burger actually tasted like meat! Incredible texture and flavour. A breakthrough in plant-based dining.,en,positive
"My kids were running around, and no one from the staff said anything. It was chaos and ruined our quiet dinner. Unacceptable for a fine dining spot.",en,negative
"It's a good place for a quick, cheap bite. The pizza slice was a little cold. The service was fast. Overall, average for a food court.",en,neutral
"Coto Makassar-nya kuahnya kental, isinya daging semua. Bumbunya pas, nggak perlu tambah banyak. Lezat!",id,positive
Harga di menu tidak sesuai dengan harga yang dibayar di kasir. Kenaikan harga mendadak tanpa pemberitahuan. Penipuan!,id,negative
"Tempatnya di ruko, jadi agak sempit. Makanannya lumayan enak. Porsinya pas. Harganya agak mahal.",id,neutral
"The lobster roll was packed with fresh, sweet meat. Perfect amount of mayo and chives. Tastes like summer.",en,positive
They ran out of half the items on the menu by 7 PM. Poor planning. Had to settle for something I didn't want.,en,negative
"The lighting is too dark, I couldn't even read the menu. The food was passable, but I prefer a brighter atmosphere.",en,neutral
"Nasi Liwet-nya wangi banget, ikan peda dan pete-nya meresap. Makan bareng-bareng di sini rasanya rame dan nikmat.",id,positive
"Kami sudah booking, tapi meja kami dikasih ke orang lain. Harus nunggu 45 menit lagi. Sangat tidak menghargai waktu pelanggan.",id,negative
"Tempatnya bersih, tapi sepi banget. Kami cuma berdua. Makanan enak, tapi suasana kurang hidup.",id,neutral
Their breakfast burrito is enormous and delicious. Packed with flavor and fresh ingredients. A great start to the day!,en,positive
My companion got food poisoning after eating the raw oysters here. This place needs serious quality control. Beware!,en,negative
"Clean place, quick service. The burger was alright, a bit dry. Fries were unsalted. It served its purpose for a quick lunch.",en,neutral
Soto Betawi-nya kuah santannya nggak bikin eneg. Dagingnya empuk. Porsinya pas. Harganya juga pas di kantong. Top markotop!,id,positive
"Mau bayar susah banget, kasirnya cuma satu padahal lagi rame. Nunggu giliran sampai 15 menit. Makanannya enak tapi kesel sama pelayanannya.",id,negative
"Kami pesan beberapa menu, yang paling enak malah sambelnya. Nasinya agak keras. Suasananya ramai. Biasa aja sih.",id,neutral
Best authentic Cantonese food outside of Hong Kong. The dim sum is delicate and flavorful. Everything was piping hot and fresh. A true gem!,en,positive
"Our waiter forgot our drink order, twice. Had to ask for water three times. The management seems clueless. The food was mediocre at best.",en,negative
Good selection of beers on tap. The wings were a little too sweet for my taste. Good spot to watch a game with friends.,en,neutral
"Nasi Campurnya komplit banget isinya, porsinya gede, rasanya otentik Bali. Bumbu base genep-nya kerasa. Puas banget!",id,positive
Makanannya dingin semua waktu dihidangkan. Piringnya juga lengket. Saya nggak berani makan banyak. Minta tolong diperhatikan kebersihannya.,id,negative
"Pelayanannya ramah banget, tapi makanan keluarnya lama sekali. Hampir 40 menit nunggu sate. Satenya lumayan enak, cuma capek nunggu.",id,neutral
"Great value for money. Massive portions of delicious, hearty comfort food. The pulled pork sandwich is a must-try.",en,positive
"The vegetarian options are pathetic. Just a sad, uninspired plate of steamed vegetables. Clearly no effort was made.",en,negative
"The music was good. The cocktails were expensive. The ambiance is nice. I wouldn't go here just for the food, but it's a good place for drinks.",en,neutral
Gulai kambingnya mantap! Dagingnya empuk nggak bau prengus. Kuahnya kaya rempah. Anak saya aja suka. Rekomen buat keluarga.,id,positive
Parah! Kapok makan di sini. Nggak ada harga di menu. Pas bayar harganya nggak masuk akal. Mending tanya dulu sebelum pesan. Kena getok!,id,negative
"Nasi uduknya wangi, sambelnya enak. Ayam gorengnya biasa aja, kurang bumbu. Cepat saji dan murah. Pas buat sarapan kilat.",id,neutral
Everything tasted so fresh! The lemon zest in the pasta was a revelation. Our server was very knowledgeable about the wine pairings. A perfect meal.,en,positive
I specifically asked for no cilantro due to an allergy. It came covered in cilantro. They didn't seem to care about the mistake. Unacceptable.,en,negative
"The decor is a little dated. The food is standard Chinese takeout. Nothing to complain about, but nothing to praise either. It fills a void.",en,neutral
Sop iganya pedes lada. Hangat di tenggorokan. Dagingnya banyak. Porsi kembul yang pas buat sharing. Pasti balik lagi.,id,positive
"Tried the spicy Korean BBQ and it was incredible! The short ribs were tender, and the banchan (side dishes) were plentiful and fresh. Great atmosphere for a group dinner.",en,positive
"My pizza was burned black on the edges, and the server tried to tell me it was 'authentic charring.' No, it was just burnt. Refused to eat it.",en,negative
"The craft beer selection is impressive. I had a pretzel with cheese sauce, which was very average. Good place for drinks, mediocre food.",en,neutral
"Soto Ayam-nya kuah kuningnya kaya rasa, porsinya pas. Dikasih koya yang banyak. Sarapan di sini bikin semangat!",id,positive
"Kami pesan es campur, isinya cuma sedikit dan es batunya kebanyakan. Harganya mahal banget untuk es yang hambar. Kecewa berat!",id,negative
"Suasananya agak dingin, AC-nya kenceng. Makanan lumayan enak, cuma harganya di atas rata-rata. Cocok buat yang mau ketenangan.",id,neutral
"I had the classic eggs benedict. The hollandaise was perfect, and the eggs were poached beautifully. A fantastic brunch experience.",en,positive
"The ventilation is terrible. Left smelling like old frying oil. My eyes were stinging the whole time. Food was okay, but the environment was awful.",en,negative
"The bartender was friendly. The appetizers took forever to come out. The fries were cold. It's a nice space, but the kitchen is slow.",en,neutral
"Martabak Telor-nya dagingnya tebal, bumbunya gurih. Sambal cukanya pedas manis. Beli malam-malam, pas hujan. Nikmat!",id,positive
"Saya pesan ayam goreng, tapi yang datang ayam sisa, kecil, kering. Komplain, kasirnya cuek. Pelayanan buruk dan curang.",id,negative
"Pesenannya diantar lumayan cepat. Rasa makanannya standar, seperti masakan rumahan. Harganya murah meriah. Cukup oke lah.",id,neutral
The portions are generous and the food is bursting with authentic Mexican flavour. The enchiladas verdes are a must-try!,en,positive
The staff looked miserable and seemed annoyed we were there. Didn't check on us once. Had to flag them down for everything. Ruined the mood.,en,negative
"The pizza was decent, a bit greasy. Delivery was prompt. It’s exactly what you'd expect from a budget late-night pizza place.",en,neutral
"Bubur Ayam-nya kuahnya kental, ayam suwirnya banyak. Kerupuknya renyah. Cocok buat sarapan pagi atau makan malam.",id,positive
"Dapat kursi yang goyang-goyang, minta diganti nggak bisa. Meja juga kotor. Duduk jadi nggak nyaman. Makanannya jadi nggak bisa dinikmati.",id,negative
"Lama nunggu makanan, hampir 30 menit. Pas datang, rasanya lumayan enak. Cuma capek nunggu. Cocok buat yang nggak buru-buru.",id,neutral
"The pulled pork sandwich is sensational! Tender, smoky meat with a tangy coleslaw. Easily the best BBQ in this area.",en,positive
"Found a piece of plastic in my curry. When I showed the waiter, he just took it away and didn't even apologize. Disgraceful.",en,negative
"The view from the dining room is the best part. The food is acceptable, but unremarkable. You pay for the location, not the cuisine.",en,neutral
"Mie Goreng Seafood-nya bumbunya nendang, porsinya besar. Udang dan cumi-nya fresh. Rasanya kayak buatan ibu.",id,positive
"Harga minuman sangat mahal, lebih mahal dari makanannya. Kualitas minumannya biasa saja, cuma air dan sirup. Tidak sebanding!",id,negative
"Tempatnya di pusat kota, jadi gampang dijangkau. Makanannya cepat datang. Rasa standar, lumayan buat pengisi perut.",id,neutral
The staff were very attentive and friendly. The cocktails are innovative and delicious. A perfect spot for pre-dinner drinks.,en,positive
"My fish was severely overcooked, dry and rubbery. Tasted like it had been sitting under a heat lamp for hours. Complained but they did nothing.",en,negative
"The pasta was slightly undercooked (al dente, but too much). The sauce was decent. It’s an average neighbourhood Italian place.",en,neutral
"Sop Buntut-nya kuah kaldunya gurih banget, dagingnya empuk nggak perlu effort. Makan sama nasi hangat. Juara!",id,positive
Ada tikus berkeliaran di dekat dapur. Saya langsung pindah tempat duduk. Jorok sekali! Nggak berani makan di situ lagi.,id,negative
"Saya pesan menu ayam. Rasanya lumayan enak, cuma agak pedas lada. Porsi pas. Harganya agak mahal.",id,neutral
