text,language,sentiment
"Tempatnya bagus tapi mahal banget. Rasanya biasa aja, ga sesuai harga.",id,negative
Good comfort food. Mac and cheese was creamy and the chicken was crispy. Portions are huge.,en,positive
"Sate taichan nya enak, sambal rawit nya mantap pedas. Harga miring rasa bintang lima!",id,positive
Meh. Nothing special. Just another generic chain restaurant.,en,neutral
Nasinya pulen tapi lauk nya kurang variasi. Tempatnya bersih sih.,id,neutral
Best pho I've had outside Vietnam! Authentic flavors and fresh ingredients. Amazing!,en,positive
"Cireng isinya enak, sambel kacangnya mantap. Murah dan mengenyangkan.",id,positive
Roaches on the wall. Absolutely disgusting. How is this place still open?,en,negative
"Ayam gepreknya kurang geprek, sambelnya juga kurang pedes. Biasa banget.",id,neutral
Delicious Moroccan tagine! Spices were perfectly balanced and couscous was fluffy. Beautiful decor too.,en,positive
Seblak nya pedes banget! Crackersnya kenyal dan topping nya banyak. Nagih pokoknya!,id,positive
The salmon was raw in the middle and they charged us full price. Unacceptable.,en,negative
Lotek nya seger tapi bumbu kacangnya encer banget. Kurang nendang rasanya.,id,negative
Pretty good barbacoa tacos. Salsa verde was nice and spicy. Margaritas were strong.,en,positive
Nasi kuningnya enak tapi ayam gorengnya alot. Overall lumayan lah.,id,neutral
Incredible dim sum! Everything was fresh and perfectly steamed. Can't wait to go back.,en,positive
"Pempek nya enak, cuko nya asem manis pas. Kapal selamnya juga lembut. Enak banget!",id,positive
Waiter spilled drink on me and didn't even apologize properly. Food was cold. Horrible.,en,negative
Sotonya terlalu asin. Daging nya juga sedikit banget. Mengecewakan.,id,negative
"Standard pub fare. Fish and chips were decent, beer selection is good. Nice atmosphere.",en,neutral
Gudeg nya manis dan empuk. Ayam gorengnya juga crispy. Porsinya cukup mengenyangkan.,id,positive
Best tacos in town! Authentic Mexican flavors and homemade tortillas. Absolutely delicious!,en,positive
Coto makasarnya enak banget! Kuahnya kental dan bumbu nya khas. Ketupat nya juga pulen.,id,positive
Found a piece of plastic in my salad. When I complained they just shrugged. Never again.,en,negative
Ayam betutu nya kurang bumbu. Ga sesuka yg di Bali. Biasa aja deh.,id,neutral
Fantastic German food! The schnitzel was huge and perfectly crispy. Beer selection outstanding.,en,positive
Bakwan malang nya enak! Isi pangsitnya banyak dan kuahnya gurih. Mie nya juga kenyal pas.,id,positive
"The lobster bisque was incredible, so rich and creamy. Main course was good but dessert was disappointing.",en,neutral
Nasi goreng kambing nya enak banget! Dagingnya empuk dan bumbu nya meresap sempurna. Top!,id,positive
Worst dining experience ever. Waited over an hour for burnt food. Staff was incredibly rude.,en,negative
Mie gomak nya enak tapi kurang pedes. Andaliman nya juga kurang terasa. Lumayan sih.,id,neutral
Amazing brunch! The avocado toast was perfect and the cappuccino was the best I've had.,en,positive
Paru goreng nya crispy dan bumbunya mantap. Nasi putih hangat nya juga pulen. Murah meriah!,id,positive
Chicken was undercooked and pink inside. Could have gotten sick. Absolutely unacceptable.,en,negative
Tongseng nya lumayan enak tapi dagingnya alot. Kuah nya sih gurih.,id,neutral
Great sushi quality. The omakase was worth every penny. Chef was skilled and friendly.,en,positive
Mie aceh nya pedes mantap! Seafood nya fresh dan porsinya besar. Recommended!,id,positive
They got our order completely wrong three times. Food was cold when it finally arrived. Terrible service.,en,negative
"Nasi padang nya biasa aja, ga seistimewa yang diharapkan. Harganya juga mahal.",id,negative
Solid breakfast spot. Pancakes were fluffy and bacon was crispy. Coffee could be better though.,en,neutral
Sate maranggi nya enak banget! Daging sapi nya empuk dan bumbu kecap nya pas. Mantap!,id,positive
Outstanding paella! Seafood was fresh and rice had perfect texture. Great Spanish wine selection too.,en,positive
"Empal gentong nya enak, kuah santan nya gurih. Daging nya juga empuk. Puas banget!",id,positive
Moldy bread in the sandwich. When we showed them they blamed us. Disgusting place.,en,negative
Kwetiau goreng nya hambar banget. Topping nya juga dikit. Kecewa deh.,id,negative
"Nice little cafe. Coffee is good, pastries are fresh. Good spot for working on laptop.",en,neutral
"Nasi timbel nya komplit dan enak! Ayam goreng, tahu, tempe semuanya enak. Daun pisangnya harum.",id,positive
Best burrito I've ever had! Packed with flavor and ingredients. Guac was extra but worth it.,en,positive
Gulai kepala ikan nya enak banget! Kuah gulai nya kental dan ikan nya segar. Mantap jiwa!,id,positive
Waitress was on her phone the whole time. Had to ask three times for water. Food was average.,en,negative
"Tempatnya kotor, meja lengket. Makanan juga lama banget datengnya. Ga rekomen.",id,negative
Good Thai curry. Not too spicy but flavorful. Spring rolls were crispy and fresh.,en,positive
"Sop buntut nya enak, dagingnya empuk banget sampe lepas dari tulang. Kuah nya juga seger.",id,positive
"Overcooked steak, wilted salad, warm beer. Everything was wrong. Save your money.",en,negative
"Nasi bebek nya biasa aja. Bebeknya juga kurang empuk, masih agak alot.",id,neutral
"Excellent ramen shop. Broth is rich, chashu melts in your mouth. Lines are long but worth the wait.",en,positive
Bakso urat nya enak dan kenyal. Kuah nya bening tapi gurih. Mie nya juga pas.,id,positive
Food was okay but way too expensive for what you get. Better options elsewhere.,en,neutral
Nasi campur nya banyak pilihan lauk. Rasanya enak semua. Harga terjangkau pula.,id,positive
Found an insect in my soup. Absolutely revolting. Health department should shut this place down.,en,negative
"Pecel ayam nya enak, sambal pecel nya pedes dan gurih. Ayam gorengnya juga renyah.",id,positive
Great seafood platter! Everything was cooked perfectly. A bit pricey but quality is there.,en,positive
Sate kambing muda nya empuk banget! Bumbu kecap nya manis gurih. Worth it banget!,id,positive
"Stale chips, flat soda, and the burger tasted like cardboard. How do you mess up this badly?",en,negative
Nasi goreng jawa nya terlalu manis buat selera gue. Tapi tekstur nya sih bagus.,id,neutral
"Lovely afternoon tea service. Scones were fresh, sandwiches delicate. Very British and proper.",en,positive
"Klepon nya enak, gula merah nya melimpah. Cenil nya juga kenyal. Murah dan enak!",id,positive
Manager was drunk and yelling. Absolutely unprofessional. Food took forever. Never returning.,en,negative
Siomay nya kurang bumbu kacang. Tahu gorengnya juga kurang garing. Biasa banget.,id,neutral
Perfect pizza margherita! Simple but executed flawlessly. Wood-fired oven makes all the difference.,en,positive
"Soto lamongan nya enak! Kuah nya seger, koya nya gurih. Ayam kampung nya juga empuk.",id,positive
"Cold appetizers, lukewarm entree, frozen dessert. Kitchen has no idea what they're doing.",en,negative
Sambel pete nya enak tapi pete nya dikit banget. Porsi nasi juga kecil.,id,negative
Nice neighborhood Italian spot. Pasta is homemade and delicious. Service is warm and welcoming.,en,positive
Gulai otak nya enak dan ga amis! Kuah nya kental dan bumbu rempah nya kerasa. Mantap!,id,positive
"Reservation was lost, waited 40 minutes. Food was mediocre when it finally came. Not impressed.",en,neutral
Nasi rawon nya enak tapi dagingnya sedikit. Sambelnya juga kurang pedes.,id,neutral
"Best fried chicken ever! Crispy coating, juicy meat, perfect seasoning. Sides are great too.",en,positive
"Ayam pop nya enak, empuk dan gurih. Rendang nya juga mantap. Puas makan disini!",id,positive
"Dirty bathrooms, sticky floors, rude staff. Food was greasy and gross. Avoid at all costs.",en,negative
Sop iga nya dagingnya alot dan kurang empuk. Kuah nya juga kurang seasoning.,id,negative
Solid burger joint. Patties are hand-formed and juicy. Milkshakes are thick and creamy.,en,positive
Mie pangsit nya enak! Pangsit goreng sama rebus nya enak semua. Kuah nya juga gurih.,id,positive
"Waited 90 minutes for a sandwich. No apology, no discount. Absolutely ridiculous.",en,negative
Nasi goreng pete nya lumayan enak tapi terlalu berminyak. Agak eneg jadinya.,id,neutral
Excellent Korean fried chicken! Crispy and not too greasy. Sauce options are all delicious.,en,positive
"Rujak cingur nya enak! Bumbu petis nya pas, ga terlalu manis. Cingur nya juga empuk.",id,positive
Tiny portions for outrageous prices. Pretentious atmosphere. Food wasn't even that good.,en,negative
"Nasi jagung nya enak, unik rasanya. Lauk pauknya juga banyak pilihan. Recommended!",id,positive
Great poke bowls! Fish is super fresh and toppings are varied. Healthy and delicious.,en,positive
"Tahu gejrot nya enak, kuah nya asem manis pedes pas. Tahu gorengnya juga crispy.",id,positive
Salmon was clearly not fresh. Smelled fishy. Sent it back and they argued with us.,en,negative
"Nasi liwet nya biasa aja, kurang bumbu. Ayam gorengnya juga kurang kriuk.",id,neutral
Delicious authentic pad thai! Noodles had great texture and flavor was spot on. Great service.,en,positive
Ayam penyet nya sambelnya mantap pedes! Ayam gorengnya crispy. Lalapan nya juga seger.,id,positive
Cockroach ran across our table. Staff just laughed. Absolutely disgusting establishment.,en,negative
"Opor ayam nya kurang santan, kuahnya encer. Ayamnya juga kecil-kecil.",id,negative
Decent pizza but nothing extraordinary. Crust was a bit doughy. Service was quick though.,en,neutral
Sate lilit nya enak! Bumbu nya meresap dan ga terlalu pedes. Cocok buat anak-anak juga.,id,positive
"Best banh mi in the area! Bread is crusty, pate is flavorful, vegetables are fresh and pickled perfectly.",en,positive
"Nasi bogana nya enak banget! Nasi aron nya gurih, tongkol nya juga bumbu nya meresap. Mantap!",id,positive
Burnt edges on everything. Kitchen clearly doesn't care. Manager was defensive when we complained.,en,negative
Sop konro nya kurang rempah. Iga nya sih empuk tapi kuah nya hambar.,id,negative
Good vegetarian options. The falafel wrap was tasty and filling. Nice change of pace.,en,positive
"Nasi tutug oncom nya unik dan enak! Oncom nya gurih, ikan asin nya juga mantap. Wajib coba!",id,positive
"Food came out wrong, took it back, still wrong the second time. How hard is it to get an order right?",en,negative
Bakso malang nya lumayan tapi kurang topping. Harga agak mahal buat isi segitu.,id,neutral
Amazing homemade pasta! You can tell everything is fresh. Tiramisu was perfect ending to the meal.,en,positive
"Garang asem nya enak! Kuah asem nya seger, ayam kampungnya juga empuk. Nagih!",id,positive
Server spilled soup on my lap and restaurant refused to pay for dry cleaning. Appalling.,en,negative
Soto betawi nya terlalu berminyak. Jeroan nya juga kurang bersih. Kurang suka.,id,negative
Nice ambiance for date night. Food is good but not amazing. Wine list is decent.,en,neutral
Mie koclok nya enak! Kuah nya kental dan gurih. Kol nya juga fresh. Porsi nya mengenyangkan.,id,positive
Exceptional fine dining experience! Every course was perfectly executed. Service was impeccable.,en,positive
Nasi grombyang nya enak banget! Kuah kaldu nya gurih dan daging sapinya empuk. Mantap jiwa!,id,positive
Charged us for items we never ordered. Refused to fix the bill. Borderline theft.,en,negative
"Nasi krawu nya biasa, ga seperti yang di Gresik. Daging nya juga kurang empuk.",id,neutral
Great hole-in-the-wall taco spot! Authentic and cheap. Al pastor is fantastic.,en,positive
Wedang ronde nya enak! Ronde nya lembut isi kacangnya manis. Kuah jahe nya juga anget.,id,positive
Microwave dinged in the kitchen. Really? Paying restaurant prices for microwaved food?,en,negative
Nasi tempong nya kurang pedes. Padahal harusnya pedas banget. Kecewa.,id,negative
Good neighborhood sushi place. Nothing fancy but quality is consistent. Prices are reasonable.,en,neutral
Pecel pincuk nya enak! Sayuran nya fresh dan bumbu kacangnya gurih. Rempeyek nya juga renyah.,id,positive
Best lobster roll I've had! Butter was perfectly seasoned and bun was toasted nicely. Heaven!,en,positive
Sate blora nya enak dan empuk! Bumbu kecapnya manis gurih. Dagingnya juga ga alot.,id,positive
Kitchen ran out of half the menu at 7pm on a Saturday. Completely unprepared and unprofessional.,en,negative
Nasi goreng magelangan nya standar aja. Ga ada yang istimewa. Harga juga lumayan mahal.,id,neutral
"Fantastic BBQ brisket! Smoked to perfection, tender and juicy. Mac and cheese sides were creamy and delicious.",en,positive
Nasi gandul nya enak banget! Daging kerbau nya empuk dan kuah santan nya gurih. Puas banget!,id,positive
Waited 2 hours for cold pasta. Manager refused refund. Worst experience of my life.,en,negative
"Mie celor nya kurang enak, kuah nya encer banget. Udang nya juga kecil-kecil.",id,negative
"Decent brunch options. Eggs were cooked right, toast was crispy. Coffee needs improvement.",en,neutral
Nasi lengko nya enak! Tahu goreng sama tempe nya crispy. Kuah tauco nya juga pas.,id,positive
"Outstanding dim sum! Har gow was perfectly translucent, siu mai was packed with flavor. Top notch!",en,positive
"Kupat tahu gempol nya enak banget! Lontong nya lembut, kuah nya gurih. Kerupuk nya juga renyah!",id,positive
Raw chicken in my sandwich. Could have gotten seriously ill. This is criminal negligence.,en,negative
"Soto kudus nya biasa aja, kurang bumbu. Buffalo nya juga alot banget.",id,neutral
"Great neighborhood gem! Friendly staff, generous portions, reasonable prices. Will be back often.",en,positive
Rujak soto nya unik dan enak! Perpaduan rasa nya pas. Kerupuk mie nya juga kriuk.,id,positive
"Flies everywhere, food sat under heat lamp for ages. Dry and disgusting. Health hazard.",en,negative
Nasi pecel madiun nya kurang sambel kacang. Sayuran nya sih fresh tapi bumbu kurang.,id,negative
"Nice coffee shop vibe. Latte art is pretty, beans are quality. Good place to study or work.",en,neutral
Sop duren nya enak buat yang suka durian! Duren nya manis dan ga terlalu bau. Kuah nya juga seger.,id,positive
Incredible hand-rolled sushi! Fish quality is exceptional. Chef clearly knows his craft. Worth the splurge.,en,positive
"Tengkleng nya enak banget! Tulang kambing nya empuk, kuah nya gurih. Pas dimakan pake nasi anget!",id,positive
Charged my card twice and took 3 weeks to refund. Food was mediocre anyway.,en,negative
Nasi bakmoy nya lumayan enak tapi porsinya kecil. Harga juga agak mahal.,id,neutral
"Best fish tacos! Batter is light and crispy, slaw is tangy. Margaritas are strong too.",en,positive
Nasi kembang tahu nya enak! Tahu putih nya lembut dan kuah kaldunya gurih. Mantap!,id,positive
Waiter had visible dirt under fingernails. Food came with hair in it. Absolutely revolting.,en,negative
"Bakso tahu nya biasa banget, ga ada yg spesial. Kuah nya juga hambar.",id,neutral
"Solid Chinese takeout. Lo mein was good, dumplings were tasty. Nothing fancy but hits the spot.",en,positive
Nasi pindang kudus nya enak! Ikan pindang nya segar dan kuah asem nya pas. Recommended!,id,positive
"Cold food, rude service, dirty tables. They clearly don't care about customers at all.",en,negative
"Nasi jamblang nya kurang variasi lauk. Rasanya juga biasa aja, ga seenak yang di Cirebon.",id,negative
"Great pho spot! Broth is flavorful, noodles perfect. Portions are generous for the price.",en,positive
"Lontong balap nya enak! Lontong nya lembut, tahu goreng sama lentho nya mantap. Kuah nya juga gurih!",id,positive
"Menu prices didn't match the bill. When questioned, staff became hostile. Shady business practices.",en,negative
Nasi ponggol nya lumayan tapi kurang nendang. Ga terlalu beda sama nasi uduk biasa.,id,neutral
"Excellent Greek souvlaki! Meat is tender, tzatziki is creamy. Fries are crispy and well-seasoned.",en,positive
Sate buntel nya enak banget! Lemak domba nya pas ga bikin enek. Bumbu kecap nya juga mantap!,id,positive
Overheard chef screaming profanities in kitchen. Food was burnt. Completely unprofessional environment.,en,negative
Nasi megono nya kurang nangka muda. Tempe bosok nya juga kurang fermentasi. Biasa aja.,id,neutral
"Love this breakfast place! Eggs benedict is perfect, home fries are crispy. Always consistent quality.",en,positive
Ayam lodho nya enak! Kuah santan nya gurih dan ayam nya empuk. Cocok dimakan pake nasi panas.,id,positive
Food poisoning. Three of us got violently sick. Reported to health department. Dangerous place.,en,negative
Soto madura nya kurang sere. Jeroan nya juga masih bau. Kurang bersih pengolahannya.,id,negative
"Good casual spot for lunch. Sandwiches are fresh, soup of the day is usually good. Fair prices.",en,neutral
"Tahu campur nya enak! Tahu nya goreng garing, kuah nya gurih. Taoge nya juga fresh.",id,positive
Absolutely amazing steaks! Cooked exactly medium-rare as ordered. Best in the city by far!,en,positive
Nasi goreng babat nya enak! Babat nya empuk ga alot. Bumbu nya juga meresap sempurna.,id,positive
Saw rat run behind counter. Staff saw it too and did nothing. Health code violations everywhere.,en,negative
"Soto tangkar nya biasa, iga sapi nya alot. Kuah nya juga kurang kaldunya.",id,neutral
"Perfect date spot! Romantic ambiance, excellent wine pairing, creative menu. Memorable evening.",en,positive
Nasi tumpang nya enak dan unik! Tahu bacem nya manis gurih. Cocok buat sarapan!,id,positive
Reservation confirmed but no table available. Stood around for 45 mins. Complete waste of time.,en,negative
Nasi jagung madura nya lumayan enak. Tapi ga cocok buat yg ga biasa makan nasi jagung.,id,neutral
"Great ramen place! Tonkotsu broth is creamy, chashu melts in mouth. Lines are worth it.",en,positive
"Soto klethuk nya enak banget! Klethuk nya kenyal, kuah kaldunya juga gurih. Mantap pokoknya!",id,positive
Moldy vegetables in salad. When shown to staff they said it's just seasoning. Liars and dangerous.,en,negative
"Nasi cumi hitam nya terlalu asin. Cumi nya juga ga fresh, agak amis.",id,negative
Okay for quick bite. Nothing special but gets the job done. Prices are reasonable.,en,neutral
Sate ayam ponorogo nya enak! Bumbu kecap sama kecombrangnya pas. Dagingnya juga empuk.,id,positive
"Best burgers in town! Juicy patties, fresh toppings, amazing sauce. Can't stop coming back!",en,positive
Nasi bancakan nya enak! Ayam ingkung nya bumbunya meresap. Urap nya juga seger.,id,positive
Service was so slow we left before food arrived. Waited 75 minutes. Unacceptable.,en,negative
Mie godog nya lumayan tapi kurang topping. Kuah nya juga ga sepanas yang diharapkan.,id,neutral
Wonderful Thai restaurant! Massaman curry was rich and aromatic. Pad see ew was perfectly charred.,en,positive
"Sop sumsum nya enak banget! Sumsum nya lembut, kuah kaldu nya gurih. Nagih banget!",id,positive
Owner came out drunk and harassed customers. Absolutely inappropriate. Never going back.,en,negative
Soto banjar nya kurang rempah. Ayam nya juga kering banget. Mengecewakan.,id,negative
"Nice little Italian place. Carbonara was creamy, bread was fresh. Service was attentive.",en,positive
Nasi becek nya enak! Kuah santan kental nya gurih. Ikan asin sama rempeyek nya juga mantap.,id,positive
Half the items on menu unavailable. What they had was overpriced and underwhelming. Poor management.,en,negative
"Nasi pecel blitar nya biasa aja. Sambel pecel nya kurang kacang, lebih banyak cabe.",id,neutral
"Amazing Ethiopian spread! Injera was perfect, doro wat was spicy and delicious. Great for sharing.",en,positive
Nasi goreng jancuk nya pedes mantap! Porsi nya besar dan harga murah. Worth it banget!,id,positive
Kitchen clearly doesn't wash dishes properly. Everything had residue. Complained and was ignored.,en,negative
Sop kaki kambing nya kurang empuk. Kaki nya masih keras dan kuah nya hambar.,id,negative
Good neighborhood spot. Nothing fancy but reliable. Comfort food done right at fair prices.,en,neutral
Tahu tek nya enak! Lontong sama tahu goreng nya mantap. Bumbu petis nya juga pas.,id,positive
"Best Korean food outside Korea! Bibimbap was authentic, kimchi was perfectly fermented. Amazing!",en,positive
Nasi pecel sambel tumpang nya enak banget! Tempe bosok nya ga bau dan sambel nya mantap!,id,positive
"Credit card machine broken, ATM nearby broken too. Felt like scam to get cash only. Suspicious.",en,negative
Nasi golong nya lumayan tapi kurang lauk. Porsinya juga kecil buat harganya.,id,neutral
"Perfect sushi! Fresh fish, perfectly seasoned rice. Chef trained in Japan and it shows.",en,positive
Soto daging pak min klaten nya enak! Daging sapinya empuk dan kuahnya bening tapi gurih. Mantap!,id,positive
"Dirty silverware, grimy glasses, sticky menus. Clearly never cleaned properly. Disgusting.",en,negative
"Nasi jinggo nya biasa aja, ga sespesial yang di Bali. Porsinya juga kecil banget.",id,neutral
"Great little cafe. Avocado toast is excellent, coffee is smooth. Nice atmosphere for meeting friends.",en,positive
Ayam kremes nya enak! Remahan nya banyak dan gurih. Ayam goreng nya juga empuk.,id,positive
Food came out in wrong order. Dessert before appetizer. Kitchen is completely disorganized.,en,negative
Soto klopo nya kurang kelapa. Rasanya juga kurang gurih. Biasa banget deh.,id,negative
Solid lunch spot. Daily specials are usually good. Nothing wow but satisfies lunch cravings.,en,neutral
Nasi serpang nya enak! Ayam ingkung nya bumbunya meresap. Kelapa parut nya juga harum.,id,positive
"Exceptional French cuisine! Duck confit was perfection, dessert soufflé was ethereal. Worth every penny!",en,positive
Nasi kucing nya murah meriah! Isinya cukup buat cemilan. Sambel nya juga pedes mantap!,id,positive
Server dropped food on table and floor. Didn't clean up properly. Then charged full price. Outrageous.,en,negative
"Nasi bakar nya biasa aja, ikan asin nya kurang. Daun pisangnya juga ga harum.",id,neutral
Great tapas selection! Each dish was flavorful and well-portioned for sharing. Sangria was refreshing.,en,positive
Ayam tangkap nya pedes enak! Ayam goreng nya krispy dan sambal ijonya mantap. Recommended!,id,positive
"Roaches in bathroom, flies in dining room. How is this place still operating? Report to authorities.",en,negative
Soto padang nya kurang bumbu. Perkedel nya juga dingin pas disajikan. Kecewa.,id,negative
"Nice brewery. Beer selection is extensive, pretzels are good. Fun atmosphere for groups.",en,neutral
Nasi teri medan nya enak! Teri nya gurih asin dan banyak. Sambel nya juga pedes mantap!,id,positive
"Best wings in the city! So many sauce options, all delicious. Blue cheese dressing is homemade.",en,positive
Ayam taliwang nya pedes banget mantap! Ayamnya empuk dan bumbu plecing nya fresh. Nagih!,id,positive
"Absolutely terrible. Waited an hour, food arrived cold. Asked to reheat it and they refused. Never again.",en,negative
Nasi ulam nya enak dan seger! Sayuran nya banyak variasi. Cocok buat yang diet sehat.,id,positive
Great Vietnamese food! Banh xeo was crispy and flavorful. Summer rolls were fresh and light.,en,positive
Mie ayam jamur nya enak! Jamur nya banyak dan mie nya kenyal. Kuah kaldu nya juga gurih.,id,positive
Waiter argued with us about the bill. Manager sided with staff. Horrible customer service.,en,negative
Nasi goreng kampung nya biasa aja. Ga ada yang special dibanding warung lain.,id,neutral
Decent sushi for the price. Not the freshest but acceptable. Good for casual dinner.,en,neutral
"Sate klatak nya enak banget! Sate nya ditusuk pake jeruji besi, unik! Rasa nya juga mantap.",id,positive
"Outstanding seafood paella! Loaded with clams, shrimp, mussels. Rice had perfect socarrat. Incredible!",en,positive
Nasi goreng seafood nya enak tapi seafood nya dikit banget. Lebih banyak nasi.,id,negative
