text,language,sentiment
Ayam goreng kalasannya renyah banget! Bumbunya meresap sampe tulang.,id,positive
"Gado-gadonya pas, tapi lontongnya keras. Bumbu kacangnya cair.",id,neutral
"Cirengnya bau minyak bekas, garing diluar mentah didalem. Gak enak!",id,negative
Perfect brunch spot! Eggs Benedict were cooked perfectly and hollandaise was homemade.,en,positive
Burnt coffee and microwaved pastries. Clearly don't care about quality.,en,negative
It's fine. Food is consistent and service is quick.,en,neutral
"Sate taunnya empuk, bumbunya meresap. Tapi porsinya dikit sih.",id,positive
"Mie acehnya biasa aja, seafoodnya dikit. Pedesnya pas sih.",id,neutral
"Nasi liwetnya hambar, nasinya apek. Sambelnya juga pahit.",id,negative
Incredible fresh pasta! You can taste the difference. Service was impeccable.,en,positive
Cold burger and soggy fries. How hard is it to serve hot food?,en,negative
"Average food, decent prices. Good for a quick bite.",en,neutral
"Pempeknya enak, kuah cukonya gurih. Tapi teksturnya terlalu lembek.",id,positive
"Nasi timbelnya lumayan, lalapnya segar. Tapi ikan asinnya keras.",id,neutral
"Sate padangnya amis, dagingnya alot. Jangan beli disini!",id,negative
"Best fried chicken sandwich! Crispy, juicy, and perfect sauce.",en,positive
"Overpriced and underseasoned. They rely on location, not quality.",en,negative
It's decent. Nothing memorable but fills you up.,en,neutral
"Seblaknya pedas mantap! Krupuknya lembut, telornya juga pas mateng.",id,positive
"Tahu gejrotnya terlalu manis, bumbunya cair. Tahu juga keras.",id,neutral
"Batagornya bau, kuahnya encer. Micinnya berlebihan sampe pusing.",id,negative
Fantastic ramen! Broth was rich and noodles had perfect bite.,en,positive
Hair in my food and manager argued about replacing it. Disgusting.,en,negative
Standard fare. You know what you're getting with these chains.,en,neutral
"Nasi uduknya pulen, lauknya lengkap. Sambelnya nendang!",id,positive
"Bakmoynya hambar, kuahnya cuma air garam. Tapi isinya banyak.",id,neutral
"Rujaknya pahit, buahnya busuk. Bumbunya juga terlalu encer.",id,negative
Perfect date night! Ambiance was romantic and food was exceptional.,en,positive
Stale bread and cold soup. They've really gone downhill.,en,negative
"Middle of the road. Some hits, some misses.",en,neutral
"Sop buntutnya gurih, iganya empuk. Sayurnya masih segar.",id,positive
"Ayam gepreknya keras, sambelnya cemen. Tapi porsinya gede.",id,neutral
"Cilor micinnya berlebihan, rasanya cuma asin. Gak ada rasa lain.",id,negative
Incredible fresh seafood! Fish was cooked perfectly and view was amazing.,en,positive
Terrible service and overpriced drinks. There are better options.,en,negative
It's okay. Consistent quality but nothing exciting.,en,neutral
"Rawonnya hitam pekat, dagingnya empuk. Krupuknya juga renyah.",id,positive
Pecelnya seger tapi lauknya dikit. Harganya mahal untuk porsi kecil.,id,neutral
"Nasi ramesnya hambar, lauknya cuma sayur. Mahal pula!",id,negative
Best BBQ in the city! Brisket melts in your mouth.,en,positive
Cold food and rude staff. Clearly don't value customers.,en,negative
Standard stuff. Exactly what you'd expect from this type of place.,en,neutral
"Soto ayamnya gurih, suwiran ayamnya banyak. Bawang gorengnya renyah.",id,positive
Ketopraknya cukup enak tapi lontongnya keras. Porsinya kecil.,id,neutral
"Gudegnya terlalu manis, ayamnya juga alot. Gak kayak gudeg asli.",id,negative
Amazing breakfast burrito! Fresh ingredients and perfect portions.,en,positive
Worst pizza ever. Dough was raw in the middle. Inedible.,en,negative
It's fine for what it is. Quick and cheap lunch option.,en,neutral
"Sate maduranya manis pas, dagingnya empuk. Tapi kuahnya kurang.",id,positive
"Bubur ayamnya cair, toppingnya dikit. Krupuknya udah lemas.",id,neutral
"Otak-otaknya busuk, bau amis kerasa. Pedesnya cuma nutupin bau.",id,negative
Perfect cup of coffee and homemade pastries. Cozy atmosphere too.,en,positive
Overcooked steak and cold sides. For these prices? Unacceptable.,en,negative
Decent enough. Nothing special but gets the job done.,en,neutral
"Tahu sumedangnya renyah luar, lembut didalem. Cuma agak berminyak.",id,positive
"Lontong sayurnya biasa, kuahnya encer. Tapi sayurnya masih segar.",id,neutral
"Sop senereknya hambar, kuahnya cuka berlebihan. Sayurnya layu.",id,negative
Incredible tapas! Each dish was perfectly executed. Great wine too.,en,positive
Dirty tables and apathetic service. They clearly don't care.,en,negative
It's alright. Food is consistent if not exciting.,en,neutral
"Nasi bali sate lilitnya lembut, sambal matahnya pas pedes.",id,positive
"Makanannya standar, porsinya kecil. Harga mahal buat ukuran warung.",id,neutral
"Soto tangkar bau amis, micinnya berlebihan. Gak recommended!",id,negative
Best gyro I've had! Meat was juicy and sauce was perfect.,en,positive
Terrible experience. Food poisoning from the seafood. Avoid at all costs.,en,negative
"Average food, average service. Exactly what you'd expect.",en,neutral
"Cendolnya lembut, santannya gurih. Gula merahnya pas manis.",id,positive
"Soto kudusnya terlalu asin, ayamnya dikit. Tapi suwirannya enak.",id,neutral
"Tahu campurnya pahit, tahunya kayak basi. Bumbunya juga encer.",id,negative
Fantastic vegetarian food! Even carnivores would love this place.,en,positive
Cold food and wrong order. Staff seemed overwhelmed and didn't care.,en,negative
It's decent. Good for a quick meal when you're hungry.,en,neutral
"Pempeknya enak, kuah cukonya gurih. Tapi adonannya terlalu lembek.",id,positive
"Nasi timbelnya lumayan, lauknya dikit. Tapi lalapnya segar.",id,neutral
"Sate taunnya amis, dagingnya keras. Gak usah coba deh!",id,negative
Perfect comfort food! Exactly what I needed on a cold day.,en,positive
Worst service I've experienced. Rude staff and hour wait for simple dishes.,en,negative
"Middle of the road. Nothing terrible, nothing amazing.",en,neutral
"Martabak manisnya tebal, toppingnya melimpah. Cuma agak lama.",id,positive
"Nasi gorengnya hambar, seafoodnya dikit. Tapi porsinya besar.",id,neutral
"Ketopraknya bau, bumbunya cair. Lontongnya juga keras kayak batu.",id,negative
Amazing fresh juice and healthy options. Perfect for breakfast.,en,positive
Overpriced and pretentious. Small portions and big prices.,en,negative
Standard chain restaurant. You know what to expect.,en,neutral
"Sop iga nya enak, iganya empuk. Sayurnya masih krenyes.",id,positive
"Ayam kalasannya keras, bumbunya gak meresap. Tapi gorengnya kering.",id,neutral
"Cirengnya hambar, tepungnya keras. Isinya cuma micin doang.",id,negative
Best brunch in town! Perfect eggs and amazing hash browns.,en,positive
Terrible food and worse service. Don't waste your time or money.,en,negative
It's fine. Nothing to complain about but nothing to praise either.,en,neutral
"Nasi padangnya enak, rendangnya lembut. Sambalnya juga pedas pas.",id,positive
The lasagna was incredible! Layers of flavor and perfectly melted cheese. Service was a bit slow but worth it.,en,positive
Sushi was mediocre at best. Rice was too warm and fish wasn't fresh. Overpriced.,en,negative
Standard burger joint. Nothing special but hits the spot when you're hungry.,en,neutral
"Sate kambingnya empuk banget! Bumbu kecapnya manis pas, tidak terlalu pedas.",id,positive
Nasi gorengnya cukup enak tapi terlalu berminyak. Porsinya besar sih.,id,neutral
"Baksonya hambar sekali, dagingnya seperti tepung. Kuahnya juga terlalu encer.",id,negative
Amazing Thai food! Pad kee mao had perfect spice level and fresh basil.,en,positive
"Worst dining experience. Waited 2 hours for cold, tasteless food. Manager didn't care.",en,negative
Decent Mediterranean food. Good portions but flavors were mild.,en,neutral
Gado-gadonya enak! Sayurnya segar dan bumbu kacangnya gurih. Kerupuknya renyah.,id,positive
"Mie ayamnya biasa saja, toppingnya sedikit. Tapi kuahnya lumayan gurih.",id,neutral
"Soto tangkar bau amis sekali, dagingnya alot. Tidak recommended sama sekali.",id,negative
Perfect pizza! Thin crust was crispy and toppings were fresh. Great craft beer selection.,en,positive
Cold fries and soggy sandwich. Staff seemed annoyed when we complained. Poor service.,en,negative
Average food at average prices. Nothing to write home about.,en,neutral
Nasi uduknya pulen dengan santan yang gurih. Lengkap dengan lauknya.,id,positive
Pecel lelenya cukup enak tapi sambalnya terlalu pedas. Sayurnya segar.,id,neutral
Tempe mendoannya berminyak dan alot. Tepungnya terlalu tebal. Gak enak!,id,negative
Incredible farm-to-table experience! Every vegetable tasted like it was picked that morning.,en,positive
Burnt edges on pizza and center was raw. How does that even happen?,en,negative
Standard fare. Consistent quality across multiple visits.,en,neutral
Rawonnya hitam pekat dengan daging yang empuk. Aromanya menggugah selera.,id,positive
"Sate maduranya manis, dagingnya lumayan empuk. Tapi porsinya kecil.",id,neutral
Nasi liwetnya hambar dan nasinya apek. Seperti nasi sisa kemarin.,id,negative
Best fried chicken ever! Extra crispy skin and juicy meat. Mashed potatoes were creamy.,en,positive
Terrible value. $25 for a basic pasta dish that's worth $8 at most.,en,negative
It's fine. Good for a quick lunch when you're in a hurry.,en,neutral
"Bakso uratnya besar dan kenyal. Kuahnya gurih, cocok diminum saat hujan.",id,positive
Tahu gejrotnya terlalu manis dan bumbunya encer. Tahu juga keras.,id,neutral
Martabak manisnya tipis dan kurang topping. Tidak sesuai harga.,id,negative
Amazing breakfast! Perfectly cooked eggs and crispy bacon. Pancakes were fluffy.,en,positive
Worst buffet ever. Food was lukewarm and looked like it had been sitting for hours.,en,negative
Decent food but nothing memorable. Service was acceptable.,en,neutral
Soto ayamnya gurih dengan suwiran ayam yang melimpah. Bawang gorengnya renyah.,id,positive
Ketopraknya cukup enak tapi lontongnya keras. Porsinya kecil untuk harganya.,id,neutral
Cilor micinnya berlebihan rasanya hanya asin. Tidak ada cita rasa lain.,id,negative
Perfect ramen! Rich broth and perfectly cooked noodles. Pork was melt-in-your-mouth tender.,en,positive
Hair in my food and they tried to charge me anyway. Disgusting and unacceptable.,en,negative
"Average food, reasonable prices. Good for a weeknight dinner.",en,neutral
Ayam gepreknya renyah dengan sambal yang pedas pas. Nasinya pulen.,id,positive
Seblaknya cukup enak tapi krupuknya masih keras. Bumbunya kurang meresap.,id,neutral
Batagornya bau amis dan kuahnya terlalu encer. Tidak recommended!,id,negative
Incredible seafood boil! Perfectly seasoned crawfish and corn on the cob.,en,positive
Cold soup and wilted salad. Basic things that should be easy to get right.,en,negative
"Middle of the road. Some dishes good, others just okay.",en,neutral
Nasi timbelnya enak dengan lalapan yang segar. Sambal terasinya nendang.,id,positive
"Bakmoynya hambar, kuahnya seperti air biasa. Tapi isinya cukup banyak.",id,neutral
Sate padangnya amis dan dagingnya alot. Saya tidak jadi membeli lagi.,id,negative
Best tacos in the city! Homemade tortillas and fresh cilantro. Authentic flavors.,en,positive
Rude staff and overpriced drinks. Much better options elsewhere.,en,negative
Standard chain restaurant. Consistent but not exciting.,en,neutral
Gudegnya manis pas dengan krecek yang renyah. Ayam kampungnya empuk.,id,positive
Nasi kucingnya terlalu kecil untuk harganya. Rasanya biasa saja.,id,neutral
Sop buntutnya bau prengus dan dagingnya alot. Sangat mengecewakan.,id,negative
Fantastic vegetarian options! Even my meat-loving friends were impressed.,en,positive
Overcooked pasta and watery sauce. They should be ashamed serving this.,en,negative
It's okay. Nothing terrible but nothing great either.,en,neutral
Soto lamongannya gurih dengan koya yang kental. Suwiran ayamnya banyak.,id,positive
Ayam kalasannya keras dan bumbunya tidak meresap. Tapi garingnya pas.,id,neutral
Pecelnya pahit dan lontongnya keras. Jauh dari standar pecel yang enak.,id,negative
Perfect date night spot! Excellent wine selection and romantic atmosphere.,en,positive
Burnt coffee and stale pastries. How do you mess up breakfast basics?,en,negative
Decent food at fair prices. Good for a quick bite.,en,neutral
Nasi campur balinya enak dengan sate lilit yang lembut. Sambal matahnya pas.,id,positive
Makanannya lumayan tapi tempatnya panas dan AC tidak dingin.,id,neutral
Sop iga nya bau dan iganya keras. Sayurnya semua layu.,id,negative
Amazing Korean BBQ! Meat was marinated perfectly and banchan were fresh.,en,positive
Worst service ever. Ignored for 30 minutes and food came out wrong.,en,negative
It's fine. Standard expectations for this type of place.,en,neutral
Cendolnya lembut dengan santen yang gurih. Tidak terlalu manis.,id,positive
Sate taunnya cukup empuk tapi bau dagingnya masih kerasa.,id,neutral
Rujak cingurnya pahit dan cingurnya keras seperti karet.,id,negative
Best coffee in town! Perfect espresso and homemade pastries. Great atmosphere.,en,positive
Cold food and wrong order. Staff didn't seem to care about fixing it.,en,negative
"Average food, decent service. Nothing to complain about.",en,neutral
Tahu sumedangnya renyah di luar lembut di dalam. Cukup enak.,id,positive
Soto kudusnya terlalu asin dan ayamnya sedikit. Tapi kuahnya gurih.,id,neutral
Ketopraknya bau dan lontongnya keras seperti batu. Sangat buruk.,id,negative
Incredible fresh pasta! You can taste the quality in every bite.,en,positive
Greasy food and dirty tables. Health department should shut this place down.,en,negative
Standard fare. Consistent quality if not exciting.,en,neutral
Sop senereknya hambar dan kuahnya seperti air garam biasa.,id,positive
Nasi timbelnya biasa saja dan lauknya sedikit. Tapi lalapnya segar.,id,neutral
Sate maduranya terlalu manis dan dagingnya alot. Tidak enak.,id,negative
Perfect comfort food! Exactly what I needed on this rainy day.,en,positive
Overpriced and underwhelming. Tiny portions for ridiculous prices.,en,negative
It's decent. Good for a quick meal when you're busy.,en,neutral
Bakso malangnya enak dengan pangsit yang gurih. Kuahnya hangat pas.,id,positive
Cirengnya keras dan tepungnya terlalu tebal. Isinya juga sedikit.,id,neutral
Tahu gejrotnya terlalu manis dan bau minyak bekas. Gak enak!,id,negative
Amazing brunch! Perfect eggs Benedict and crispy hash browns.,en,positive
Worst food poisoning ever. Stay away from this place!,en,negative
Average food at average prices. Gets the job done.,en,neutral
Martabak manisnya tebal dengan topping yang melimpah. Cukup puas.,id,positive
Mie tek-teknya hambar dan seafoodnya sedikit. Bumbunya kurang meresap.,id,neutral
Sop tangkar bau amis dan mahal. Sangat mengecewakan sekali.,id,negative
Best BBQ brisket! Smoked to perfection and sides were homemade.,en,positive
Stale bread and cold soup. They've really gone downhill lately.,en,negative
It's okay. Nothing memorable but nothing terrible either.,en,neutral
Nasi uduknya gurih dengan lauk yang lengkap. Sambalnya pedas pas.,id,positive
Perfect fish and chips! Crispy batter and flaky fish. Tartar sauce was homemade.,en,positive
Terrible service. Waited 45 minutes for a salad that came out wrong.,en,negative
Standard Chinese takeout. Hits the spot when you're craving it.,en,neutral
Sate padangnya gurih banget! Kuahnya kental dan dagingnya empuk.,id,positive
Bakso uratnya kenyal tapi kuahnya terlalu asin. Lumayan lah.,id,neutral
Gado-gadonya pahit dan bumbunya encer. Jauh dari enak.,id,negative
Amazing tapas! Each dish was better than the last. Great sangria too.,en,positive
Cold burger and soggy fries. Manager argued when we complained.,en,negative
"Decent food, fair prices. Good for a weeknight dinner.",en,neutral
Rawonnya hitam pekat dengan daging yang lembut. Kuahnya gurih meresap.,id,positive
Ayam gorengnya renyah tapi bumbunya kurang meresap. Biasa saja.,id,neutral
Nasi liwetnya apek dan sambalnya pahit. Gak recommended!,id,negative
Perfect steak! Cooked exactly as ordered and sides were excellent.,en,positive
"Overpriced and underseasoned. They rely on location, not quality.",en,negative
It's fine. Consistent quality across multiple visits.,en,neutral
Soto ayamnya hangat dengan suwiran ayam yang banyak. Kuahnya gurih pas.,id,positive
Tahu campurnya cukup enak tapi kuahnya terlalu encer.,id,neutral
Batagornya bau amis dan micinnya berlebihan. Gak enak!,id,negative
Best coffee shop! Perfect latte art and cozy atmosphere. Great for working.,en,positive
Burnt pizza and rude staff. Clearly don't care about customers.,en,negative
"Average food, average service. Exactly what you'd expect.",en,neutral
Nasi campur balinya enak! Sate lilitnya lembut dan sambal matahnya nendang.,id,positive
Pecel lelenya lumayan tapi lelenya kecil. Sambalnya terlalu pedas.,id,neutral
Soto tangkar bau dan dagingnya alot. Mahal untuk kualitas jelek.,id,negative
Incredible fresh seafood! Perfectly grilled and great ocean view.,en,positive
Worst experience ever. Hair in food and they still charged full price.,en,negative
Standard fare. Nothing exciting but fills you up.,en,neutral
Gudegnya manis pas dengan ayam kampung yang empuk. Kreceknya renyah.,id,positive
Bakmoynya hambar dan kuahnya seperti air biasa. Isi cukup banyak.,id,neutral
Rujaknya pahit dan buahnya tidak segar. Bumbunya encer.,id,negative
Perfect breakfast burrito! Fresh ingredients and great portions.,en,positive
Cold pancakes and rubbery bacon. Breakfast shouldn't be this hard.,en,negative
It's decent. Good for a quick bite when you're busy.,en,neutral
Sate taunnya empuk dengan bumbu yang meresap. Terasa rempahnya.,id,positive
Seblaknya cukup pedas tapi krupuknya masih keras. Biasa saja.,id,neutral
Cilornya micin berlebihan rasanya cuma asin. Tidak enak!,id,negative
Amazing vegetarian restaurant! Creative dishes that satisfy even carnivores.,en,positive
Dirty tables and apathetic service. Health hazard waiting to happen.,en,negative
"Middle of the road. Some good, some not so good.",en,neutral
Nasi timbelnya enak dengan lalapan yang segar. Sambal terasinya pedas pas.,id,positive
Tahu sumedangnya renyah tapi berminyak. Isi tahunya sedikit.,id,neutral
Sate padangnya amis dan dagingnya keras. Jangan coba!,id,negative
Best fried chicken sandwich! Perfectly crispy and great sauce.,en,positive
"Overcooked pasta and bland sauce. For the price, unacceptable.",en,negative
It's okay. Standard expectations for this type of place.,en,neutral
Cendolnya lembut dengan santan yang kental. Tidak terlalu manis.,id,positive
Ketopraknya cukup enak tapi lontongnya keras. Porsi kecil.,id,neutral
Sop buntutnya bau dan iganya alot. Sangat mengecewakan.,id,negative
Fantastic Greek food! Gyro was authentic and tzatziki was creamy.,en,positive
Terrible service. Ignored for 30 minutes and food was cold.,en,negative
Average food at fair prices. Good enough for lunch.,en,neutral
Bakso malangnya enak dengan pangsit yang gurih. Kuahnya hangat.,id,positive
Ayam kalasannya keras dan bumbunya tidak meresap. Garing doang.,id,neutral
Otak-otaknya busuk bau amis. Pedesnya cuma nutupin bau busuk.,id,negative
Perfect comfort food! Mac and cheese was creamy and delicious.,en,positive
Stale pastries and burnt coffee. Basic things done badly.,en,negative
It's fine. Nothing special but gets the job done.,en,neutral
Soto lamongannya gurih dengan koya yang kental. Ayamnya byk.,id,positive
Cirengnya keras dan tepungnya terlalu tebal. Isi sedikit.,id,neutral
Tahu gejrotnya manis berlebihan dan bau minyak bekas.,id,negative
Best ramen in the city! Rich broth and perfect noodles.,en,positive
Food poisoning from the seafood. Never coming back here.,en,negative
Standard stuff. Exactly what you'd expect from a chain.,en,neutral
Pecelnya seger dengan sayur yang segar. Sambalnya pedas pas.,id,positive
Martabak manisnya tipis dan toppingnya sedikit. Mahal untuk ukurannya.,id,neutral
Sop tangkar bau amis dan mahal. Gak worth it!,id,negative
Incredible steak! Perfectly cooked and great wine selection.,en,positive
Cold food and wrong order. Staff didn't apologize or fix it.,en,negative
It's decent. Consistent quality if not exciting.,en,neutral
Nasi uduknya gurih dengan lauk yang lengkap. Sambalnya mantap!,id,positive
Rawonnya cukup enak tapi dagingnya sedikit. Hitam pekat sih.,id,neutral
Gado-gadonya pahit dan bumbunya encer. Jauh dari standar.,id,negative
Amazing brunch spot! Perfect eggs and crispy hash browns.,en,positive
Worst pizza ever. Raw dough in the center. Inedible!,en,negative
"Average food, nothing special. Fair prices though.",en,neutral
Sate kambingnya empuk dengan bumbu yang meresap. Kecapnya manis pas.,id,positive
Baksonya biasa saja dan kuahnya terlalu asin. Biasa lah.,id,neutral
Nasi liwetnya apek seperti nasi sisa. Sambalnya pahit.,id,negative
Perfect Greek food! Authentic flavors and fresh ingredients.,en,positive
Terrible value. Small portions and big prices for mediocre food.,en,negative
It's alright. Good enough when you're hungry.,en,neutral
Soto ayamnya hangat dengan ayam yang banyak. Kuahnya gurih.,id,positive
Tahu campurnya cukup enak tapi kuahnya terlalu encer.,id,neutral
Batagornya bau amis dan micinnya berlebihan. Gak enak!,id,negative
